Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SVpct,GAA,SO,GPS,MIN,QS,QSpct,RBS,GApct,GSAA,G,A,PTS,PIM,Season
Chris Terreri, 36, NYI, 8, , 2, 4, 1, 18, 205, 187, .912, 2.56, 0, 1.5, 443, , , , , , 0, 0, 0, 2,2000-01
Jose Theodore, 24, MTL, 59, , 20, 29, 5, 141, 1546, 1405, .909, 2.57, 2, 10.4, 3298, , , , 94, 8.56, 1, 0, 1, 6,2000-01
Jocelyn Thibault, 26, CHI, 66, , 27, 32, 7, 180, 1711, 1531, .895, 2.81, 6, 8.9, 3844, , , , 109, -14.48, 0, 3, 3, 2,2000-01
Ron Tugnutt, 33, CBJ, 53, , 22, 25, 5, 127, 1528, 1401, .917, 2.44, 4, 11.6, 3129, , , , 86, 20.82, 0, 1, 1, 2,2000-01
Marty Turco, 25, DAL, 26, , 13, 6, 1, 40, 532, 492, .925, 1.90, 3, 4.5, 1266, , , , 78, 11.46, 0, 0, 0, 12,2000-01
Roman Turek, 30, STL, 54, , 24, 18, 10, 123, 1248, 1125, .901, 2.27, 6, 7.4, 3232, , , , 102, -2.27, 0, 1, 1, 6,2000-01
John Vanbiesbrouck, 37, TOT, 48, , 14, 25, 5, 126, 1270, 1144, .901, 2.90, 2, 7.5, 2630, , , , 103, -3.14, 0, 0, 0, 8,2000-01
John Vanbiesbrouck, 37, NYI, 44, , 10, 25, 5, 120, 1177, 1057, .898, 3.04, 1, 6.6, 2390, , , , 105, -6.14, 0, 0, 0, 8,2000-01
John Vanbiesbrouck, 37, NJD, 4, , 4, 0, 0, 6, 93, 87, .935, 1.50, 1, 0.9, 240, , , , , , 0, 0, 0, 0,2000-01
Mike Vernon, 37, CGY, 41, , 12, 23, 5, 121, 1034, 913, .883, 3.23, 3, 4.1, 2246, , , , 121, -20.97, 0, 1, 1, 16,2000-01
Tomas Vokoun, 24, NSH, 37, , 13, 17, 5, 85, 940, 855, .910, 2.51, 2, 6.4, 2088, , , , 93, 5.93, 0, 0, 0, 2,2000-01
Kevin Weekes, 25, TBL, 61, , 20, 33, 3, 177, 1742, 1565, .898, 3.15, 4, 9.8, 3378, , , , 105, -8.48, 0, 1, 1, 4,2000-01
Kay Whitmore, 33, BOS, 5, , 1, 2, 0, 18, 94, 76, .809, 5.33, 0, -0.4, 203, , , , , , 0, 0, 0, 0,2000-01
Vitali Yeremeyev, 25, NYR, 4, , 0, 4, 0, 16, 104, 88, .846, 4.52, 0, 0.0, 212, , , , , , 0, 0, 0, 0,2000-01
Jean-Sebastien Aubin, 22, PIT, 51, , 23, 21, 3, 120, 1392, 1272, .914, 2.58, 2, 9.9, 2789, , , , 90, 13.09, 0, 1, 1, 2,1999-00
Tom Barrasso, 34, TOT, 25, , 8, 11, 2, 68, 568, 500, .880, 3.17, 1, 2.0, 1288, , , , 125, -13.69, 0, 0, 0, 6,1999-00
Tom Barrasso, 34, PIT, 18, , 5, 7, 2, 46, 386, 340, .881, 3.17, 1, 1.4, 870, , , , 125, -9.10, 0, 0, 0, 6,1999-00
Tom Barrasso, 34, OTT, 7, , 3, 4, 0, 22, 182, 160, .879, 3.16, 0, 0.6, 418, , , , , , 0, 0, 0, 0,1999-00
Ed Belfour*, 34, DAL, 62, , 32, 21, 7, 127, 1571, 1444, .919, 2.10, 4, 12.1, 3620, , , , 85, 23.20, 0, 3, 3, 10,1999-00
Zac Bierk, 23, TBL, 12, , 4, 4, 1, 31, 308, 277, .899, 3.66, 0, 1.7, 509, , , , , , 0, 1, 1, 0,1999-00
Craig Billington, 33, WSH, 13, , 3, 6, 1, 28, 310, 282, .910, 2.75, 2, 2.1, 611, , , , , , 0, 0, 0, 0,1999-00
Martin Biron, 22, BUF, 41, , 19, 18, 2, 90, 988, 898, .909, 2.42, 5, 6.5, 2229, , , , 95, 4.46, 0, 0, 0, 6,1999-00
Brian Boucher, 23, PHI, 35, , 20, 10, 3, 65, 790, 725, .918, 1.91, 4, 6.0, 2038, , , , 86, 10.53, 0, 1, 1, 4,1999-00
Fred Brathwaite, 27, CGY, 61, , 25, 25, 7, 158, 1664, 1506, .905, 2.75, 5, 10.3, 3448, , , , 99, 1.09, 0, 0, 0, 4,1999-00
Martin Brodeur*, 27, NJD, 72, , 43, 20, 8, 161, 1797, 1636, .910, 2.24, 6, 12.1, 4312, , , , 94, 10.81, 1, 4, 5, 16,1999-00
Sean Burke, 33, TOT, 42, , 19, 19, 3, 106, 1230, 1124, .914, 2.55, 3, 8.8, 2492, , , , 90, 11.60, 0, 0, 0, 12,1999-00
Sean Burke, 33, PHX, 35, , 17, 14, 3, 88, 1022, 934, .914, 2.55, 3, 7.3, 2074, , , , 90, 9.71, 0, 0, 0, 10,1999-00
Sean Burke, 33, FLA, 7, , 2, 5, 0, 18, 208, 190, .913, 2.58, 0, 1.5, 418, , , , , , 0, 0, 0, 2,1999-00
Dan Cloutier, 23, TBL, 52, , 9, 30, 3, 145, 1258, 1113, .885, 3.44, 0, 5.0, 2492, , , , 121, -24.72, 0, 0, 0, 29,1999-00
Marcel Cousineau, 26, LAK, 5, , 1, 1, 0, 6, 64, 58, .906, 2.11, 0, 0.4, 171, , , , , , 0, 0, 0, 0,1999-00
Byron Dafoe, 28, BOS, 41, , 13, 16, 10, 114, 1030, 916, .889, 2.97, 3, 4.6, 2307, , , , 116, -15.52, 0, 0, 0, 0,1999-00
Marc Denis, 22, COL, 23, , 9, 8, 3, 51, 618, 567, .917, 2.54, 3, 4.6, 1203, , , , 86, 8.09, 0, 2, 2, 6,1999-00
Mike Dunham, 27, NSH, 52, , 19, 27, 6, 146, 1584, 1438, .908, 2.85, 0, 10.2, 3077, , , , 96, 5.44, 0, 0, 0, 6,1999-00
Robert Esche, 22, PHX, 8, , 2, 5, 0, 23, 215, 192, .893, 3.38, 0, 1.0, 408, , , , , , 0, 0, 0, 4,1999-00
Bob Essensa, 35, PHX, 30, , 13, 10, 3, 73, 719, 646, .898, 2.78, 1, 3.9, 1573, , , , 106, -4.26, 0, 0, 0, 0,1999-00
Scott Fankhouser, 24, ATL, 16, , 2, 11, 2, 49, 451, 402, .891, 3.20, 0, 2.1, 920, , , , 114, -5.88, 0, 0, 0, 4,1999-00
Manny Fernandez, 25, DAL, 24, , 11, 8, 3, 48, 603, 555, .920, 2.13, 1, 4.7, 1353, , , , 83, 9.65, 0, 2, 2, 2,1999-00
Eric Fichaud, 24, CAR, 9, , 3, 5, 1, 24, 206, 182, .883, 2.94, 1, 0.8, 490, , , , , , 0, 0, 0, 2,1999-00
Stephane Fiset, 29, LAK, 47, , 20, 15, 7, 119, 1208, 1089, .901, 2.73, 1, 7.0, 2592, , , , 103, -3.51, 0, 2, 2, 4,1999-00
Mark Fitzpatrick, 31, CAR, 3, , 0, 2, 0, 8, 68, 60, .882, 4.48, 0, 0.3, 107, , , , , , 0, 0, 0, 0,1999-00
Wade Flaherty, 32, NYI, 4, , 0, 1, 1, 7, 81, 74, .914, 2.31, 0, 0.6, 182, , , , , , 0, 0, 0, 0,1999-00
Mike Fountain, 28, OTT, 1, , 0, 0, 0, 1, 6, 5, .833, 3.87, 0, 0.0, 16, , , , , , 0, 0, 0, 0,1999-00
Grant Fuhr*, 37, CGY, 23, , 5, 13, 2, 77, 536, 459, .856, 3.83, 0, 0.5, 1205, , , , 150, -25.75, 0, 0, 0, 2,1999-00
Jean-Sebastien Giguere, 22, CGY, 7, , 1, 3, 1, 15, 175, 160, .914, 2.72, 0, 1.3, 330, , , , , , 0, 0, 0, 2,1999-00
John Grahame, 24, BOS, 24, , 7, 10, 5, 55, 609, 554, .910, 2.46, 2, 4.1, 1344, , , , 94, 3.23, 0, 1, 1, 8,1999-00
Jeff Hackett, 31, MTL, 56, , 23, 25, 7, 132, 1543, 1411, .914, 2.40, 3, 11.1, 3301, , , , 89, 15.52, 0, 0, 0, 4,1999-00
Dominik Hasek*, 35, BUF, 35, , 15, 11, 6, 76, 937, 861, .919, 2.21, 3, 7.2, 2066, , , , 85, 13.58, 0, 1, 1, 12,1999-00
Glenn Healy, 37, TOR, 20, , 9, 10, 0, 59, 527, 468, .888, 3.04, 2, 2.3, 1164, , , , 117, -8.61, 0, 1, 1, 2,1999-00
Guy Hebert, 33, MDA, 68, , 28, 31, 9, 166, 1805, 1639, .908, 2.51, 4, 11.7, 3976, , , , 96, 6.57, 0, 2, 2, 2,1999-00
Milan Hnilicka, 26, NYR, 2, , 0, 1, 0, 5, 44, 39, .886, 3.48, 0, 0.2, 86, , , , , , 0, 0, 0, 0,1999-00
Kevin Hodson, 27, TBL, 24, , 2, 7, 4, 47, 327, 280, .856, 3.67, 0, 0.3, 769, , , , , , 0, 0, 0, 2,1999-00
Jani Hurme, 25, OTT, 1, , 1, 0, 0, 2, 19, 17, .895, 2.00, 0, 0.1, 60, , , , , , 0, 0, 0, 0,1999-00
Arturs Irbe, 32, CAR, 75, , 34, 28, 9, 175, 1858, 1683, .906, 2.42, 5, 11.6, 4345, , , , 99, 2.64, 0, 1, 1, 14,1999-00
Curtis Joseph, 32, TOR, 63, , 36, 20, 7, 158, 1854, 1696, .915, 2.49, 4, 13.4, 3801, , , , 89, 19.26, 0, 1, 1, 14,1999-00
Trevor Kidd, 27, FLA, 28, , 14, 11, 2, 69, 809, 740, .915, 2.63, 1, 5.8, 1574, , , , 89, 8.35, 0, 0, 0, 0,1999-00
Dieter Kochan, 25, TBL, 5, , 1, 4, 0, 17, 111, 94, .847, 4.28, 0, 0.0, 238, , , , , , 0, 0, 0, 0,1999-00
Olaf Kolzig, 29, WSH, 73, , 41, 20, 11, 163, 1957, 1794, .917, 2.24, 5, 14.6, 4371, , , , 87, 24.11, 0, 2, 2, 6,1999-00
Jean-Francois Labbe, 27, NYR, 1, , 0, 1, 0, 3, 22, 19, .864, 3.00, 0, 0.0, 60, , , , , , 0, 0, 0, 0,1999-00
Patrick Lalime, 25, OTT, 38, , 19, 14, 3, 79, 834, 755, .905, 2.33, 3, 5.2, 2038, , , , 99, 0.74, 0, 0, 0, 4,1999-00
Marc Lamothe, 25, CHI, 2, , 1, 1, 0, 10, 50, 40, .800, 5.16, 0, -0.3, 116, , , , , , 0, 0, 0, 0,1999-00
Scott Langkow, 24, ATL, 15, , 3, 11, 0, 55, 395, 340, .861, 4.31, 0, 0.5, 765, , , , 146, -17.23, 0, 0, 0, 0,1999-00
Manny Legace, 26, DET, 4, , 4, 0, 0, 11, 117, 106, .906, 2.75, 0, 0.7, 240, , , , , , 0, 0, 0, 0,1999-00
Roberto Luongo, 20, NYI, 24, , 7, 14, 1, 70, 730, 660, .904, 3.25, 1, 4.4, 1292, , , , 100, -0.21, 0, 0, 0, 0,1999-00
Norm Maracle, 25, ATL, 32, , 4, 19, 2, 94, 852, 758, .890, 3.49, 1, 3.8, 1618, , , , 115, -12.54, 0, 0, 0, 0,1999-00
Kirk McLean, 33, NYR, 22, , 7, 8, 4, 58, 558, 500, .896, 2.94, 0, 2.9, 1206, , , , 109, -4.65, 0, 1, 1, 2,1999-00
Jamie McLennan, 28, STL, 19, , 9, 5, 2, 33, 341, 308, .903, 1.96, 2, 2.0, 1009, , , , 101, -0.40, 0, 0, 0, 2,1999-00
Alfie Michaud, 23, VAN, 2, , 0, 1, 0, 5, 27, 22, .815, 4.32, 0, -0.1, 69, , , , , , 0, 0, 0, 0,1999-00
Mike Minard, 23, EDM, 1, , 1, 0, 0, 3, 36, 33, .917, 3.00, 0, 0.3, 60, , , , , , 0, 0, 0, 0,1999-00
Evgeni Nabokov, 24, SJS, 11, , 2, 2, 1, 15, 166, 151, .910, 2.17, 1, 1.1, 414, , , , , , 0, 0, 0, 0,1999-00
Chris Osgood, 27, DET, 53, , 30, 14, 8, 126, 1349, 1223, .907, 2.40, 6, 8.5, 3148, , , , 98, 2.98, 0, 1, 1, 18,1999-00
Rich Parent, 27, TBL, 14, , 2, 7, 1, 43, 353, 310, .878, 3.70, 0, 1.1, 698, , , , 127, -9.25, 0, 0, 0, 2,1999-00
Steve Passmore, 27, CHI, 24, , 7, 12, 3, 63, 654, 591, .904, 2.72, 1, 3.9, 1388, , , , 101, -0.47, 0, 0, 0, 9,1999-00
Felix Potvin, 28, TOT, 56, , 17, 27, 10, 153, 1538, 1385, .901, 2.78, 1, 8.7, 3239, , , , 104, -5.95, 0, 2, 2, 4,1999-00
Felix Potvin, 28, VAN, 34, , 12, 13, 7, 85, 906, 821, .906, 2.51, 0, 5.7, 1966, , , , 98, 1.62, 0, 2, 2, 2,1999-00
Felix Potvin, 28, NYI, 22, , 5, 14, 3, 68, 632, 564, .892, 3.21, 1, 3.0, 1273, , , , 113, -7.58, 0, 0, 0, 2,1999-00
Daren Puppa, 34, TBL, 5, , 1, 2, 0, 19, 129, 110, .853, 4.58, 0, 0.1, 249, , , , , , 0, 0, 0, 2,1999-00
Bill Ranford, 33, EDM, 16, , 4, 6, 3, 47, 407, 360, .885, 3.59, 0, 1.6, 785, , , , 121, -8.09, 0, 0, 0, 2,1999-00
Damian Rhodes, 30, ATL, 28, , 5, 19, 3, 101, 803, 702, .874, 3.88, 1, 2.2, 1561, , , , 132, -24.23, 0, 0, 0, 2,1999-00
Mike Richter, 33, NYR, 61, , 22, 31, 8, 173, 1815, 1642, .905, 2.87, 0, 11.1, 3622, , , , 100, 0.53, 0, 0, 0, 4,1999-00
Dwayne Roloson, 30, BUF, 14, , 1, 7, 3, 32, 277, 245, .884, 2.84, 0, 1.1, 677, , , , , , 0, 0, 0, 0,1999-00
Dominic Roussel, 29, MDA, 20, , 6, 5, 3, 52, 445, 393, .883, 3.16, 1, 1.7, 988, , , , 122, -9.45, 0, 0, 0, 6,1999-00
Patrick Roy*, 34, COL, 63, , 32, 21, 8, 141, 1640, 1499, .914, 2.28, 2, 11.7, 3704, , , , 90, 15.80, 0, 3, 3, 10,1999-00
Tommy Salo, 28, EDM, 70, , 27, 28, 13, 162, 1875, 1713, .914, 2.33, 2, 13.3, 4164, , , , 90, 17.27, 0, 1, 1, 8,1999-00
Corey Schwab, 29, VAN, 6, , 2, 1, 1, 16, 115, 99, .861, 3.57, 0, 0.2, 269, , , , , , 0, 0, 0, 2,1999-00
Steve Shields, 27, SJS, 67, , 27, 30, 8, 162, 1826, 1664, .911, 2.56, 4, 12.5, 3797, , , , 93, 12.58, 0, 1, 1, 29,1999-00
Mikhail Shtalenkov, 34, TOT, 30, , 15, 10, 4, 70, 739, 669, .905, 2.35, 2, 4.6, 1786, , , , 99, 0.65, 0, 3, 3, 4,1999-00
Mikhail Shtalenkov, 34, PHX, 15, , 7, 6, 2, 36, 370, 334, .903, 2.39, 2, 2.2, 904, , , , 102, -0.62, 0, 3, 3, 2,1999-00
Mikhail Shtalenkov, 34, FLA, 15, , 8, 4, 2, 34, 369, 335, .908, 2.31, 0, 2.4, 882, , , , 96, 1.28, 0, 0, 0, 2,1999-00
Richard Shulmistra, 28, FLA, 1, , 1, 0, 0, 1, 21, 20, .952, 1.00, 0, 0.2, 60, , , , , , 0, 0, 0, 0,1999-00
Peter Skudra, 26, PIT, 20, , 5, 7, 3, 48, 374, 326, .872, 3.19, 1, 0.9, 922, , , , 134, -12.24, 0, 0, 0, 0,1999-00
Garth Snow, 30, VAN, 32, , 10, 15, 3, 76, 775, 699, .902, 2.68, 0, 4.5, 1712, , , , 103, -1.90, 0, 2, 2, 8,1999-00
Jamie Storr, 24, LAK, 42, , 18, 15, 5, 93, 1008, 915, .908, 2.55, 1, 6.5, 2206, , , , 96, 3.37, 0, 1, 1, 4,1999-00
Rick Tabaracci, 31, TOT, 3, , 1, 1, 0, 6, 50, 44, .880, 3.01, 0, 0.2, 119, , , , , , 0, 0, 0, 0,1999-00
Rick Tabaracci, 31, COL, 2, , 1, 0, 0, 2, 18, 16, .889, 1.99, 0, 0.1, 60, , , , , , 0, 0, 0, 0,1999-00
Rick Tabaracci, 31, ATL, 1, , 0, 1, 0, 4, 32, 28, .875, 4.07, 0, 0.1, 59, , , , , , 0, 0, 0, 0,1999-00
Robbie Tallas, 26, BOS, 27, , 4, 13, 4, 72, 628, 556, .885, 3.17, 0, 2.5, 1363, , , , 120, -11.96, 0, 0, 0, 6,1999-00
Chris Terreri, 35, NJD, 12, , 2, 9, 0, 37, 299, 262, .876, 3.42, 0, 0.9, 649, , , , , , 0, 0, 0, 2,1999-00
Jose Theodore, 23, MTL, 30, , 12, 13, 2, 58, 717, 659, .919, 2.10, 5, 5.5, 1655, , , , 85, 10.55, 0, 0, 0, 0,1999-00
Jocelyn Thibault, 25, CHI, 60, , 25, 26, 7, 158, 1679, 1521, .906, 2.76, 3, 10.5, 3438, , , , 98, 2.53, 0, 0, 0, 2,1999-00
Ron Tugnutt, 32, TOT, 51, , 22, 14, 8, 118, 1217, 1099, .903, 2.52, 4, 7.2, 2809, , , , 101, -1.64, 0, 0, 0, 0,1999-00
Ron Tugnutt, 32, OTT, 44, , 18, 12, 8, 103, 1020, 917, .899, 2.54, 4, 5.6, 2435, , , , 106, -5.48, 0, 0, 0, 0,1999-00
Ron Tugnutt, 32, PIT, 7, , 4, 2, 0, 15, 197, 182, .924, 2.40, 0, 1.6, 374, , , , , , 0, 0, 0, 0,1999-00
Roman Turek, 29, STL, 67, , 42, 15, 9, 129, 1470, 1341, .912, 1.95, 7, 10.2, 3960, , , , 92, 11.54, 0, 1, 1, 4,1999-00
Steve Valiquette, 22, NYI, 6, , 2, 0, 0, 6, 117, 111, .949, 1.87, 0, 1.3, 193, , , , , , 0, 0, 0, 0,1999-00
John Vanbiesbrouck, 36, PHI, 50, , 25, 15, 9, 108, 1143, 1035, .906, 2.20, 3, 7.1, 2950, , , , 99, 1.28, 0, 1, 1, 6,1999-00
Mike Vernon, 36, TOT, 49, , 24, 18, 3, 115, 1380, 1265, .917, 2.53, 1, 10.3, 2791, , , , 87, 16.94, 0, 3, 3, 2,1999-00
Mike Vernon, 36, FLA, 34, , 18, 13, 2, 83, 1020, 937, .919, 2.54, 1, 7.8, 2019, , , , 85, 14.52, 0, 3, 3, 2,1999-00
Mike Vernon, 36, SJS, 15, , 6, 5, 1, 32, 360, 328, .911, 2.49, 0, 2.5, 772, , , , 93, 2.42, 0, 0, 0, 0,1999-00
Tomas Vokoun, 23, NSH, 33, , 9, 20, 1, 87, 908, 821, .904, 2.78, 1, 5.5, 1879, , , , 100, -0.19, 0, 1, 1, 8,1999-00
Kevin Weekes, 24, TOT, 56, , 16, 27, 8, 162, 1634, 1472, .901, 3.29, 2, 9.3, 3013, , , , 104, -5.78, 0, 1, 1, 0,1999-00
Kevin Weekes, 24, NYI, 36, , 10, 20, 4, 115, 1173, 1058, .902, 3.51, 1, 6.8, 2026, , , , 103, -2.85, 0, 1, 1, 0,1999-00
Kevin Weekes, 24, VAN, 20, , 6, 7, 4, 47, 461, 414, .898, 2.85, 1, 2.5, 987, , , , 107, -2.92, 0, 0, 0, 0,1999-00
Ken Wregget, 35, DET, 29, , 14, 10, 2, 70, 700, 630, .900, 2.66, 0, 3.9, 1579, , , , 105, -3.07, 0, 1, 1, 0,1999-00
Jean-Sebastien Aubin, 21, PIT, 17, , 4, 3, 6, 28, 304, 276, .908, 2.22, 2, 1.8, 756, , , , , , 0, 0, 0, 0,1998-99
Ryan Bach, 25, LAK, 3, , 0, 3, 0, 8, 66, 58, .879, 4.45, 0, 0.2, 108, , , , , , 0, 0, 0, 0,1998-99
Tom Barrasso, 33, PIT, 43, , 19, 16, 3, 98, 993, 895, .901, 2.55, 4, 5.1, 2306, , , , 107, -6.44, 0, 3, 3, 20,1998-99
Ed Belfour*, 33, DAL, 61, , 35, 15, 9, 117, 1373, 1256, .915, 1.99, 5, 9.1, 3536, , , , 92, 9.60, 0, 0, 0, 26,1998-99
Zac Bierk, 22, TBL, 1, , 0, 1, 0, 2, 21, 19, .905, 2.04, 0, 0.1, 59, , , , , , 0, 0, 0, 0,1998-99
Craig Billington, 32, COL, 21, , 11, 8, 1, 52, 492, 440, .894, 2.87, 0, 2.2, 1086, , , , 115, -6.63, 0, 0, 0, 2,1998-99
Martin Biron, 21, BUF, 6, , 1, 2, 1, 10, 120, 110, .917, 2.14, 0, 0.8, 281, , , , , , 0, 0, 0, 0,1998-99
Fred Brathwaite, 26, CGY, 28, , 11, 9, 7, 68, 796, 728, .915, 2.45, 1, 5.2, 1663, , , , 93, 5.40, 0, 2, 2, 2,1998-99
Martin Brochu, 25, WSH, 2, , 0, 2, 0, 6, 55, 49, .891, 3.01, 0, 0.2, 120, , , , , , 0, 0, 0, 2,1998-99
Martin Brodeur*, 26, NJD, 70, , 39, 21, 10, 162, 1728, 1566, .906, 2.29, 4, 9.8, 4239, , , , 102, -2.66, 0, 4, 4, 4,1998-99
Sean Burke, 32, FLA, 59, , 21, 24, 14, 151, 1624, 1473, .907, 2.71, 3, 9.3, 3402, , , , 101, -1.25, 0, 4, 4, 27,1998-99
Jim Carey, 24, STL, 4, , 1, 2, 0, 13, 76, 63, .829, 3.87, 0, -0.2, 202, , , , , , 0, 0, 0, 0,1998-99
Frederic Chabot, 30, MTL, 11, , 1, 3, 0, 16, 188, 172, .915, 2.25, 0, 1.2, 430, , , , , , 0, 0, 0, 2,1998-99
Dan Cloutier, 22, NYR, 22, , 6, 8, 3, 49, 570, 521, .914, 2.68, 0, 3.7, 1097, , , , 93, 3.56, 0, 0, 0, 2,1998-99
Marcel Cousineau, 25, NYI, 6, , 0, 4, 0, 14, 119, 105, .882, 2.87, 0, 0.4, 293, , , , , , 0, 0, 0, 0,1998-99
Byron Dafoe, 27, BOS, 68, , 32, 23, 11, 133, 1800, 1667, .926, 2.00, 10, 14.1, 4001, , , , 80, 32.98, 0, 2, 2, 25,1998-99
Marc Denis, 21, COL, 4, , 1, 1, 1, 9, 110, 101, .918, 2.49, 0, 0.8, 217, , , , , , 0, 0, 0, 0,1998-99
Mike Dunham, 26, NSH, 44, , 16, 23, 3, 127, 1387, 1260, .908, 3.08, 1, 8.2, 2472, , , , 99, 0.90, 0, 0, 0, 4,1998-99
Robert Esche, 21, PHX, 3, , 0, 1, 0, 7, 50, 43, .860, 3.24, 0, 0.0, 130, , , , , , 0, 0, 0, 0,1998-99
Bob Essensa, 34, EDM, 39, , 12, 14, 6, 96, 974, 878, .901, 2.76, 0, 5.0, 2091, , , , 107, -6.19, 0, 1, 1, 0,1998-99
Manny Fernandez, 24, DAL, 1, , 0, 1, 0, 2, 29, 27, .931, 2.01, 0, 0.2, 60, , , , , , 0, 0, 0, 0,1998-99
Eric Fichaud, 23, NSH, 9, , 0, 6, 0, 24, 229, 205, .895, 3.22, 0, 1.0, 447, , , , , , 0, 0, 0, 0,1998-99
Stephane Fiset, 28, LAK, 42, , 18, 21, 1, 104, 1217, 1113, .915, 2.60, 3, 8.0, 2403, , , , 93, 8.22, 0, 0, 0, 2,1998-99
Mark Fitzpatrick, 30, CHI, 27, , 6, 8, 6, 64, 682, 618, .906, 2.78, 0, 3.9, 1403, , , , 102, -1.11, 0, 1, 1, 8,1998-99
Wade Flaherty, 31, NYI, 20, , 5, 11, 2, 53, 491, 438, .892, 3.03, 0, 2.0, 1048, , , , 117, -7.72, 0, 0, 0, 4,1998-99
Grant Fuhr*, 36, STL, 39, , 16, 11, 8, 89, 827, 738, .892, 2.43, 2, 3.4, 2193, , , , 117, -12.74, 0, 0, 0, 12,1998-99
Tyrone Garner, 20, CGY, 3, , 0, 2, 0, 12, 74, 62, .838, 5.18, 0, -0.1, 139, , , , , , 0, 0, 0, 0,1998-99
Sean Gauthier, 27, SJS, 1, , 0, 0, 0, 0, 2, 2, 1.000, 0.00, 0, 0.0, 3, , , , , , 0, 0, 0, 0,1998-99
Jean-Sebastien Giguere, 21, CGY, 15, , 6, 7, 1, 46, 447, 401, .897, 3.21, 0, 2.1, 860, , , , 112, -4.78, 0, 1, 1, 4,1998-99
Jeff Hackett, 30, TOT, 63, , 26, 26, 10, 150, 1616, 1466, .907, 2.52, 5, 9.3, 3615, , , , 101, -0.99, 0, 1, 1, 12,1998-99
Jeff Hackett, 30, MTL, 53, , 24, 20, 9, 117, 1360, 1243, .914, 2.27, 5, 8.8, 3091, , , , 93, 8.41, 0, 1, 1, 6,1998-99
Jeff Hackett, 30, CHI, 10, , 2, 6, 1, 33, 256, 223, .871, 4.12, 0, 0.5, 524, , , , , , 0, 0, 0, 6,1998-99
Dominik Hasek*, 34, BUF, 64, , 30, 18, 14, 119, 1877, 1758, .937, 1.87, 9, 16.8, 3817, , , , 69, 54.08, 0, 0, 0, 14,1998-99
Glenn Healy, 36, TOR, 9, , 6, 3, 0, 27, 257, 230, .895, 2.97, 0, 1.1, 546, , , , , , 0, 0, 0, 0,1998-99
Guy Hebert, 32, MDA, 69, , 31, 29, 9, 165, 2114, 1949, .922, 2.46, 6, 15.6, 4083, , , , 85, 29.93, 0, 1, 1, 0,1998-99
Ron Hextall, 34, PHI, 23, , 10, 7, 4, 52, 464, 412, .888, 2.52, 0, 1.7, 1235, , , , 122, -9.21, 0, 2, 2, 2,1998-99
Corey Hirsch, 26, VAN, 20, , 3, 8, 3, 48, 435, 387, .890, 3.13, 1, 1.7, 919, , , , 120, -7.89, 0, 0, 0, 0,1998-99
Kevin Hodson, 26, TOT, 9, , 2, 3, 1, 20, 197, 177, .898, 2.91, 0, 1.0, 413, , , , , , 0, 0, 0, 0,1998-99
Kevin Hodson, 26, TBL, 5, , 2, 1, 1, 11, 118, 107, .907, 2.78, 0, 0.7, 238, , , , , , 0, 0, 0, 0,1998-99
Kevin Hodson, 26, DET, 4, , 0, 2, 0, 9, 79, 70, .886, 3.08, 0, 0.3, 175, , , , , , 0, 0, 0, 0,1998-99
Arturs Irbe, 31, CAR, 62, , 27, 20, 12, 135, 1753, 1618, .923, 2.22, 6, 13.1, 3643, , , , 84, 26.64, 0, 0, 0, 10,1998-99
Brent Johnson, 21, STL, 6, , 3, 2, 0, 10, 127, 117, .921, 2.10, 0, 0.9, 286, , , , , , 0, 0, 0, 0,1998-99
Curtis Joseph, 31, TOR, 67, , 35, 24, 7, 171, 1903, 1732, .910, 2.56, 3, 11.6, 4001, , , , 97, 4.48, 0, 5, 5, 6,1998-99
Nikolai Khabibulin, 26, PHX, 63, , 32, 23, 7, 130, 1681, 1551, .923, 2.13, 8, 12.5, 3657, , , , 84, 25.01, 0, 0, 0, 8,1998-99
Trevor Kidd, 26, CAR, 25, , 7, 10, 6, 61, 640, 579, .905, 2.69, 2, 3.5, 1358, , , , 103, -1.99, 0, 0, 0, 0,1998-99
Olaf Kolzig, 28, WSH, 64, , 26, 31, 3, 154, 1538, 1384, .900, 2.58, 4, 7.7, 3586, , , , 109, -12.18, 0, 2, 2, 19,1998-99
Scott Langkow, 23, PHX, 1, , 0, 0, 0, 3, 17, 14, .824, 5.08, 0, -0.1, 35, , , , , , 0, 0, 0, 0,1998-99
Manny Legace, 25, LAK, 17, , 2, 9, 2, 39, 439, 400, .911, 2.79, 0, 2.7, 899, , , , 96, 1.48, 0, 1, 1, 0,1998-99
Norm Maracle, 24, DET, 16, , 6, 5, 2, 31, 379, 348, .918, 2.27, 0, 2.6, 821, , , , 89, 3.95, 0, 0, 0, 0,1998-99
Chris Mason, 22, NSH, 3, , 0, 0, 0, 6, 44, 38, .864, 5.21, 0, 0.0, 69, , , , , , 0, 0, 0, 0,1998-99
Kirk McLean, 32, FLA, 30, , 9, 10, 4, 73, 727, 654, .900, 2.75, 2, 3.6, 1597, , , , 109, -5.96, 0, 0, 0, 2,1998-99
Jamie McLennan, 27, STL, 33, , 13, 14, 4, 70, 640, 570, .891, 2.36, 3, 2.5, 1763, , , , 119, -10.99, 0, 0, 0, 0,1998-99
