Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,GAA,SO,GPS,MIN,QS,RBS,GSAA,G,A,PTS,PIM,Season,SV%,QS%,GA%
Calvin Pickard,26, TOT,17,12,4,6,2,48,384,336,3.86,1,0.7,747,4,4,-13.39,0,0,0,2,2018-19,0.875,0.33299999999999996,139
Calvin Pickard,26, PHI,11,8,4,2,2,31,227,196,4.01,1,0.1,464,2,4,0.0,0,0,0,2,2018-19,0.863,0.25,0
Calvin Pickard,26, ARI,6,4,0,4,0,17,157,140,3.61,0,0.6,283,2,0,0.0,0,0,0,0,2018-19,0.892,0.5,0
Carey Price,31, MTL,66,64,35,24,6,161,1952,1791,2.49,4,12.5,3880,37,6,14.94,0,1,1,2,2018-19,0.9179999999999999,0.578,92
Jonathan Quick,33, LAK,46,46,16,23,7,149,1329,1180,3.38,2,4.3,2648,19,11,-29.21,0,2,2,6,2018-19,0.888,0.413,124
Antti Raanta,29, ARI,12,12,5,6,0,33,351,318,2.88,0,1.8,687,6,1,-1.36,0,1,1,0,2018-19,0.9059999999999999,0.5,104
Tuukka Rask,31, BOS,46,45,27,13,5,109,1245,1136,2.48,4,7.3,2635,24,5,3.21,0,2,2,4,2018-19,0.912,0.5329999999999999,97
James Reimer,30, FLA,36,29,13,12,5,93,929,836,3.09,0,4.2,1805,10,6,-9.27,0,0,0,0,2018-19,0.9,0.345,111
Pekka Rinne,36, NSH,56,55,30,19,4,130,1581,1451,2.42,4,10.1,3220,30,7,12.5,0,0,0,4,2018-19,0.9179999999999999,0.545,91
David Rittich,26, CGY,45,42,27,9,5,109,1228,1119,2.61,1,7.0,2503,26,8,1.68,0,0,0,4,2018-19,0.9109999999999999,0.619,98
Juuse Saros,23, NSH,31,27,17,10,2,74,870,796,2.62,3,5.3,1696,14,6,4.41,0,0,0,0,2018-19,0.915,0.519,94
Cory Schneider,32, NJD,26,23,6,13,4,70,718,648,3.06,1,3.4,1372,10,5,-5.29,0,0,0,0,2018-19,0.903,0.435,108
Mike Smith,36, CGY,42,40,23,16,2,109,1069,960,2.72,2,4.6,2400,20,9,-12.65,0,3,3,2,2018-19,0.898,0.5,113
Garret Sparks,25, TOR,20,17,8,9,1,58,592,534,3.15,1,2.8,1105,8,3,-4.64,0,0,0,0,2018-19,0.902,0.47100000000000003,109
Alex Stalock,31, MIN,21,16,6,8,3,53,525,472,2.99,0,2.3,1065,9,1,-5.68,0,2,2,4,2018-19,0.899,0.563,112
Anthony Stolarz,25, TOT,18,12,4,5,3,50,503,453,3.45,1,2.3,869,5,2,-4.66,0,0,0,0,2018-19,0.9009999999999999,0.41700000000000004,110
Anthony Stolarz,25, PHI,12,10,4,3,3,35,358,323,3.33,1,1.7,630,4,2,-2.73,0,0,0,0,2018-19,0.902,0.4,108
Anthony Stolarz,25, EDM,6,2,0,2,0,15,145,130,3.77,0,0.6,239,1,0,0.0,0,0,0,0,2018-19,0.897,0.5,0
Malcolm Subban,25, VEG,21,20,8,10,2,60,612,552,2.93,1,2.9,1227,8,3,-4.84,0,0,0,4,2018-19,0.902,0.4,109
Cam Talbot,31, TOT,35,32,11,17,3,108,997,889,3.4,1,3.6,1906,9,10,-18.14,0,1,1,0,2018-19,0.892,0.281,120
Cam Talbot,31, EDM,31,29,10,15,3,95,888,793,3.36,1,3.4,1695,9,9,-14.96,0,1,1,0,2018-19,0.893,0.31,119
Cam Talbot,31, PHI,4,3,1,2,0,13,109,96,3.7,0,0.3,211,0,1,0.0,0,0,0,0,2018-19,0.8809999999999999,0.0,0
Linus Ullmark,25, BUF,37,34,15,14,5,109,1146,1037,3.11,2,5.8,2102,18,6,-5.71,0,1,1,0,2018-19,0.905,0.529,106
Semyon Varlamov,30, COL,49,49,20,19,9,136,1496,1360,2.87,2,8.2,2839,25,9,-1.16,0,0,0,2,2018-19,0.909,0.51,101
Andrei Vasilevskiy,24, TBL,53,53,39,10,4,128,1713,1585,2.4,6,12.4,3204,34,7,26.4,0,3,3,6,2018-19,0.925,0.642,83
Cam Ward,34, CHI,33,29,16,12,4,115,1113,998,3.67,0,4.6,1882,15,5,-14.68,0,1,1,4,2018-19,0.897,0.517,115
Jake Allen,27, STL,59,56,27,25,3,152,1614,1462,2.75,1,7.9,3317,27,8,-10.34,0,1,1,0,2017-18,0.9059999999999999,0.48200000000000004,107
Frederik Andersen,28, TOR,66,66,38,21,5,182,2211,2029,2.81,5,13.6,3889,37,8,12.06,0,1,1,2,2017-18,0.9179999999999999,0.561,94
Craig Anderson,36, OTT,58,55,23,25,6,180,1768,1588,3.32,2,7.2,3251,25,11,-24.83,0,0,0,2,2017-18,0.898,0.455,116
Ken Appleby,22, NJD,3,1,0,1,0,3,55,52,1.45,0,0.5,124,0,0,0.0,0,0,0,0,2017-18,0.945,0.0,0
Jonathan Bernier,29, COL,37,34,19,13,3,95,1092,997,2.85,2,6.2,2001,18,5,0.84,0,1,1,0,2017-18,0.9129999999999999,0.529,99
Reto Berra,31, ANA,5,1,1,1,0,7,95,88,2.31,0,0.7,182,1,0,0.0,0,0,0,0,2017-18,0.9259999999999999,1.0,0
Jean-Francois Berube,26, CHI,13,10,3,6,1,42,398,356,3.78,0,1.4,667,3,3,-7.07,0,0,0,0,2017-18,0.894,0.3,120
Ben Bishop,31, DAL,53,51,26,17,5,120,1437,1317,2.49,5,8.7,2887,27,8,6.12,0,1,1,4,2017-18,0.9159999999999999,0.529,95
Sergei Bobrovsky,29, CBJ,65,65,37,22,6,158,1993,1835,2.42,5,12.9,3912,38,10,16.92,0,3,3,0,2017-18,0.9209999999999999,0.585,90
Laurent Brossoit,24, EDM,14,10,3,7,1,40,343,303,3.24,0,0.8,740,5,2,-9.9,0,1,1,0,2017-18,0.883,0.5,133
Peter Budaj,35, TBL,8,7,3,3,1,27,217,190,3.76,0,0.3,430,2,1,0.0,0,0,0,0,2017-18,0.8759999999999999,0.28600000000000003,0
Jack Campbell,26, LAK,5,4,2,0,2,11,145,134,2.48,0,1.0,267,2,0,0.0,0,0,0,0,2017-18,0.924,0.5,0
Eric Comrie,22, WPG,3,3,1,2,0,12,94,82,3.99,0,0.1,180,1,0,0.0,0,0,0,0,2017-18,0.872,0.33299999999999996,0
Mike Condon,27, OTT,31,26,5,17,5,88,898,810,3.25,0,4.0,1626,13,6,-9.18,0,2,2,0,2017-18,0.902,0.5,112
Jared Coreau,26, DET,7,7,0,5,1,27,203,176,4.26,0,0.1,380,1,2,0.0,0,0,0,0,2017-18,0.867,0.14300000000000002,0
Corey Crawford,33, CHI,28,27,16,9,2,60,842,782,2.27,2,6.2,1584,17,3,13.9,0,0,0,0,2017-18,0.929,0.63,81
Oscar Dansk,23, VEG,4,3,3,0,0,5,93,88,1.78,1,0.9,169,3,0,0.0,0,0,0,0,2017-18,0.946,1.0,0
Scott Darling,29, CAR,43,40,13,21,7,131,1171,1040,3.18,0,3.5,2475,14,7,-28.22,0,0,0,2,2017-18,0.888,0.35,127
Collin Delia,23, CHI,2,2,1,1,0,7,63,56,3.96,0,0.2,106,1,0,0.0,0,0,0,2,2017-18,0.889,0.5,0
Aaron Dell,28, SJS,29,22,15,5,4,67,775,708,2.64,2,4.4,1522,11,4,1.02,0,1,1,0,2017-18,0.914,0.5,98
Thatcher Demko,22, VAN,1,1,1,0,0,4,30,26,3.91,0,0.0,61,0,0,0.0,0,0,0,0,2017-18,0.867,0.0,0
Casey DeSmith,26, PIT,14,11,6,4,1,28,356,328,2.4,1,2.3,700,7,1,3.25,0,0,0,2,2017-18,0.9209999999999999,0.636,90
Louis Domingue,25, TOT,19,16,7,9,1,61,578,517,3.41,0,2.1,1074,6,3,-10.27,0,0,0,2,2017-18,0.894,0.375,120
Louis Domingue,25, TBL,12,11,7,3,1,33,384,351,2.89,0,2.2,686,6,0,0.7,0,0,0,2,2017-18,0.914,0.545,98
Louis Domingue,25, ARI,7,5,0,6,0,28,194,166,4.33,0,-0.1,388,0,3,0.0,0,0,0,0,2017-18,0.856,0.0,0
Devan Dubnyk,31, MIN,60,59,35,16,7,145,1769,1624,2.52,5,11.0,3450,36,8,10.26,0,3,3,12,2017-18,0.9179999999999999,0.61,93
Brian Elliott,32, PHI,43,42,23,11,7,112,1228,1116,2.66,1,6.4,2522,20,6,-4.22,0,1,1,2,2017-18,0.909,0.47600000000000003,104
Dylan Ferguson,19, VEG,1,0,0,0,0,1,2,1,6.5,0,-0.1,9,0,0,0.0,0,0,0,0,2017-18,0.5,0.0,0
Marc-Andre Fleury,33, VEG,46,46,29,13,4,100,1376,1276,2.24,4,9.9,2673,31,4,20.77,0,1,1,6,2017-18,0.927,0.674,83
Anton Forsberg,25, CHI,35,30,10,16,4,85,921,836,2.97,0,4.7,1715,14,7,-4.17,0,1,1,0,2017-18,0.9079999999999999,0.467,105
Scott Foster,36, CHI,1,0,0,0,0,0,7,7,0.0,0,0.1,14,0,0,0.0,0,0,0,0,2017-18,1.0,0.0,0
Alexandar Georgiev,21, NYR,10,9,4,4,1,27,331,304,3.15,0,2.1,515,5,1,2.05,0,0,0,0,2017-18,0.9179999999999999,0.556,93
Christopher Gibson,25, NYI,8,8,2,3,2,26,284,258,3.65,0,1.5,427,5,3,0.0,0,0,0,0,2017-18,0.9079999999999999,0.625,0
John Gibson,24, ANA,60,60,31,18,7,139,1872,1733,2.43,4,13.2,3428,39,4,25.3,0,1,1,16,2017-18,0.9259999999999999,0.65,85
Jon Gillies,24, CGY,11,9,3,5,1,29,280,251,2.88,0,1.1,605,5,2,0.0,0,0,0,2,2017-18,0.8959999999999999,0.556,0
Jeff Glass,32, CHI,15,13,3,7,3,46,452,406,3.36,0,1.8,821,5,2,-6.33,0,0,0,2,2017-18,0.898,0.385,116
Thomas Greiss,32, NYI,27,25,13,8,2,95,879,784,3.82,1,3.0,1492,9,7,-17.85,0,0,0,0,2017-18,0.892,0.36,123
Philipp Grubauer,26, WSH,35,28,15,10,3,73,953,880,2.35,3,6.5,1865,19,3,10.64,0,1,1,0,2017-18,0.9229999999999999,0.679,87
Jaroslav Halak,32, NYI,54,49,20,26,6,161,1744,1583,3.19,1,8.9,3024,22,8,-7.93,0,0,0,4,2017-18,0.9079999999999999,0.449,105
Brandon Halverson,21, NYR,1,0,0,0,0,1,6,5,4.78,0,0.0,13,0,0,0.0,0,0,0,0,2017-18,0.833,0.0,0
Andrew Hammond,29, COL,1,1,0,1,0,2,33,31,2.06,0,0.3,58,1,0,0.0,0,0,0,0,2017-18,0.9390000000000001,1.0,0
Connor Hellebuyck,24, WPG,67,64,44,11,9,156,2048,1892,2.36,6,14.0,3966,39,6,23.75,0,2,2,0,2017-18,0.924,0.609,87
Adin Hill,21, ARI,4,4,1,3,0,14,129,115,3.49,0,0.4,241,2,1,0.0,0,0,0,0,2017-18,0.8909999999999999,0.5,0
Braden Holtby,28, WSH,54,54,34,16,4,153,1648,1495,2.99,0,8.3,3068,30,9,-8.36,0,0,0,2,2017-18,0.907,0.556,106
Jimmy Howard,33, DET,60,57,22,27,9,160,1770,1610,2.85,1,9.4,3368,28,6,-4.65,0,1,1,10,2017-18,0.91,0.491,103
Michael Hutchinson,27, WPG,3,3,2,1,0,7,75,68,3.26,0,0.4,129,2,1,0.0,0,1,1,0,2017-18,0.907,0.667,0
Carter Hutton,32, STL,32,26,17,7,3,56,810,754,2.09,3,6.2,1610,19,2,15.09,0,0,0,2,2017-18,0.9309999999999999,0.731,79
Tristan Jarry,22, PIT,26,23,14,6,2,63,687,624,2.77,2,3.5,1364,14,4,-2.7,0,2,2,4,2017-18,0.9079999999999999,0.609,104
Chad Johnson,31, BUF,36,29,10,16,3,105,962,857,3.55,0,3.1,1774,12,6,-20.57,0,0,0,0,2017-18,0.8909999999999999,0.414,124
Martin Jones,28, SJS,60,60,30,22,6,145,1699,1554,2.55,4,9.9,3416,36,9,4.12,0,0,0,2,2017-18,0.915,0.6,97
Anton Khudobin,31, BOS,31,29,16,6,7,76,876,800,2.56,1,5.0,1781,16,4,0.89,0,2,2,2,2017-18,0.9129999999999999,0.552,99
Keith Kinkaid,28, NJD,41,38,26,10,3,106,1214,1108,2.77,1,6.8,2298,19,4,0.55,0,2,2,2,2017-18,0.9129999999999999,0.5,99
Joonas Korpisalo,23, CBJ,18,17,8,8,1,58,564,506,3.32,0,2.2,1049,7,3,-8.5,0,0,0,0,2017-18,0.897,0.41200000000000003,117
Darcy Kuemper,27, TOT,29,25,12,7,5,67,833,766,2.52,4,5.3,1596,12,3,6.11,0,1,1,0,2017-18,0.92,0.48,92
Darcy Kuemper,27, LAK,19,15,10,1,3,35,516,481,2.1,3,4.0,999,9,1,10.29,0,1,1,0,2017-18,0.932,0.6,77
Darcy Kuemper,27, ARI,10,10,2,6,2,32,317,285,3.22,1,1.3,597,3,2,0.0,0,0,0,0,2017-18,0.899,0.3,0
Eddie Lack,30, TOT,8,5,2,4,0,23,177,154,4.02,0,0.2,343,1,2,0.0,0,0,0,0,2017-18,0.87,0.2,0
Eddie Lack,30, NJD,4,3,1,2,0,11,113,102,3.18,0,0.5,207,1,1,0.0,0,0,0,0,2017-18,0.903,0.33299999999999996,0
Eddie Lack,30, CGY,4,2,1,2,0,12,64,52,5.29,0,-0.3,136,0,1,0.0,0,0,0,0,2017-18,0.813,0.0,0
Maxime Lagace,25, VEG,16,14,6,7,1,57,430,373,3.92,0,0.3,874,5,3,-19.26,0,0,0,0,2017-18,0.867,0.35700000000000004,151
Marek Langhamer,23, ARI,1,0,0,0,0,0,10,10,0.0,0,0.2,29,0,0,0.0,0,0,0,0,2017-18,1.0,0.0,0
Robin Lehner,26, BUF,53,50,14,26,9,143,1560,1417,3.01,3,8.0,2852,24,8,-6.08,0,0,0,2,2017-18,0.9079999999999999,0.48,104
Kari Lehtonen,34, DAL,37,30,15,14,3,83,946,863,2.56,1,5.3,1944,19,7,0.03,0,0,0,4,2017-18,0.912,0.633,100
Charlie Lindgren,24, MTL,14,14,4,8,2,42,457,415,3.03,2,2.3,833,9,5,-1.89,0,0,0,2,2017-18,0.9079999999999999,0.643,105
Henrik Lundqvist,35, NYR,63,61,26,26,7,174,2036,1862,2.98,2,11.9,3503,32,9,4.7,0,1,1,0,2017-18,0.915,0.525,97
Roberto Luongo,38, FLA,35,33,18,11,2,81,1143,1062,2.47,3,8.5,1966,22,3,19.32,0,2,2,0,2017-18,0.929,0.667,81
Alex Lyon,25, PHI,11,7,4,2,1,22,232,210,2.75,0,1.1,480,3,2,0.0,0,0,0,0,2017-18,0.905,0.429,0
Jacob Markstrom,28, VAN,60,57,23,26,7,154,1745,1591,2.71,2,9.6,3414,29,8,-0.84,0,3,3,4,2017-18,0.912,0.509,101
Steve Mason,29, WPG,13,12,5,6,1,37,392,355,3.24,1,1.9,685,5,3,-2.59,0,1,1,0,2017-18,0.9059999999999999,0.41700000000000004,108
Curtis McElhinney,34, TOR,18,15,11,5,1,35,528,493,2.14,3,4.2,979,8,1,11.34,0,1,1,0,2017-18,0.934,0.5329999999999999,76
Mike McKenna,34, DAL,2,1,1,1,0,5,50,45,2.96,0,0.2,101,0,1,0.0,0,0,0,0,2017-18,0.9,0.0,0
Ryan Miller,37, ANA,28,21,12,6,6,53,739,686,2.35,4,5.4,1353,13,3,11.86,0,0,0,0,2017-18,0.9279999999999999,0.619,82
Al Montoya,32, TOT,13,8,4,3,2,37,346,309,3.21,0,1.2,692,1,2,-6.63,0,2,2,0,2017-18,0.893,0.125,122
Al Montoya,32, EDM,9,5,2,2,2,23,244,221,2.94,0,1.2,469,1,1,0.0,0,1,1,0,2017-18,0.9059999999999999,0.2,0
Al Montoya,32, MTL,4,3,2,1,0,14,102,88,3.77,0,0.0,223,0,1,0.0,0,1,1,0,2017-18,0.863,0.0,0
Petr Mrazek,25, TOT,39,33,14,13,6,106,1080,974,3.03,4,4.8,2097,11,8,-11.21,0,0,0,0,2017-18,0.902,0.33299999999999996,112
Petr Mrazek,25, DET,22,18,8,7,3,57,630,573,2.89,3,3.3,1184,7,4,-1.71,0,0,0,0,2017-18,0.91,0.389,103
Petr Mrazek,25, PHI,17,15,6,6,3,49,450,401,3.22,1,1.5,913,4,4,-9.5,0,0,0,0,2017-18,0.8909999999999999,0.267,124
Matt Murray,23, PIT,49,45,27,16,3,133,1423,1290,2.92,1,7.0,2733,19,6,-8.11,0,1,1,2,2017-18,0.907,0.42200000000000004,106
Michal Neuvirth,29, PHI,22,18,9,7,3,45,530,485,2.6,1,3.1,1039,10,5,1.52,0,1,1,0,2017-18,0.915,0.556,97
Antti Niemi,34, TOT,24,20,7,9,4,63,710,647,3.12,1,3.9,1213,12,4,-0.68,0,1,1,0,2017-18,0.9109999999999999,0.6,101
Antti Niemi,34, MTL,19,17,7,5,4,42,592,550,2.46,1,4.4,1026,12,2,9.96,0,0,0,0,2017-18,0.929,0.706,81
Antti Niemi,34, PIT,3,3,0,3,0,16,79,63,7.49,0,-0.5,128,0,2,0.0,0,1,1,0,2017-18,0.797,0.0,0
Antti Niemi,34, FLA,2,0,0,1,0,5,39,34,5.11,0,0.0,59,0,0,0.0,0,0,0,0,2017-18,0.872,0.0,0
Anders Nilsson,27, VAN,27,24,7,14,4,84,850,766,3.44,2,3.7,1464,8,5,-9.4,0,1,1,0,2017-18,0.9009999999999999,0.33299999999999996,113
Ondrej Pavelec,30, NYR,19,12,4,9,1,46,510,464,3.05,1,2.7,904,5,3,-1.24,0,0,0,2,2017-18,0.91,0.41700000000000004,103
Calvin Pickard,25, TOR,1,1,0,0,1,4,28,24,3.83,0,0.0,63,0,0,0.0,0,0,0,0,2017-18,0.857,0.0,0
Carey Price,30, MTL,49,48,16,26,7,148,1487,1339,3.11,1,6.4,2855,21,10,-17.49,0,0,0,0,2017-18,0.9,0.43799999999999994,113
Jonathan Quick,32, LAK,64,63,33,28,3,147,1867,1720,2.4,5,12.2,3677,37,7,16.86,0,4,4,10,2017-18,0.9209999999999999,0.5870000000000001,90
Antti Raanta,28, ARI,47,46,21,17,6,97,1388,1291,2.24,3,10.4,2599,32,6,24.82,0,0,0,0,2017-18,0.93,0.696,80
Tuukka Rask,30, BOS,54,53,34,14,5,125,1513,1388,2.36,3,9.3,3173,30,6,7.79,0,2,2,4,2017-18,0.917,0.5660000000000001,94
James Reimer,29, FLA,44,42,22,14,6,120,1373,1253,2.99,4,7.7,2411,22,8,0.51,0,1,1,4,2017-18,0.9129999999999999,0.524,100
Pekka Rinne,35, NSH,59,59,42,13,4,134,1840,1706,2.31,8,13.2,3475,40,5,27.49,0,1,1,6,2017-18,0.927,0.6779999999999999,83
David Rittich,25, CGY,21,16,8,6,3,49,512,463,2.92,0,2.4,1008,10,3,-4.06,0,0,0,14,2017-18,0.904,0.625,109
Juuse Saros,22, NSH,26,23,11,5,7,61,810,749,2.45,3,5.6,1497,14,2,10.09,0,3,3,0,2017-18,0.925,0.609,86
Harri Sateri,28, FLA,9,7,4,4,0,24,271,247,2.92,0,1.5,493,5,0,0.0,0,0,0,0,2017-18,0.9109999999999999,0.7140000000000001,0
Cory Schneider,31, NJD,40,40,17,16,6,114,1228,1114,2.93,1,6.2,2332,19,7,-6.22,0,0,0,0,2017-18,0.907,0.475,106
Mike Smith,35, CGY,55,55,25,22,6,141,1686,1545,2.65,3,10.2,3191,32,9,6.98,0,2,2,8,2017-18,0.9159999999999999,0.5820000000000001,95
Alex Stalock,30, MIN,28,23,10,10,4,71,787,716,2.85,1,4.2,1495,13,3,-1.93,0,0,0,0,2017-18,0.91,0.565,103
Malcolm Subban,24, VEG,22,19,13,4,2,55,614,559,2.68,0,3.3,1230,8,2,-1.11,0,0,0,2,2017-18,0.91,0.42100000000000004,102
Cam Talbot,30, EDM,67,67,31,31,3,188,2036,1848,3.02,1,10.3,3730,32,11,-9.3,0,1,1,8,2017-18,0.9079999999999999,0.478,105
Daniel Taylor,31, OTT,1,1,0,1,0,4,34,30,4.1,0,0.1,58,0,0,0.0,0,0,0,0,2017-18,0.882,0.0,0
Linus Ullmark,24, BUF,5,3,1,2,0,8,123,115,2.0,0,1.0,240,2,0,0.0,0,0,0,0,2017-18,0.935,0.667,0
Semyon Varlamov,29, COL,51,47,24,16,6,128,1595,1467,2.68,2,10.2,2861,28,5,11.99,0,0,0,2,2017-18,0.92,0.596,91
Andrei Vasilevskiy,23, TBL,65,64,44,17,3,167,2075,1908,2.62,8,13.2,3825,36,8,15.12,0,2,2,14,2017-18,0.92,0.563,92
Cam Ward,33, CAR,43,42,23,14,4,112,1187,1075,2.73,2,5.8,2459,21,10,-7.82,0,0,0,14,2017-18,0.9059999999999999,0.5,108
Scott Wedgewood,25, ARI,20,17,5,9,4,63,587,524,3.45,1,2.0,1097,7,4,-11.48,0,0,0,2,2017-18,0.893,0.41200000000000003,122
Adam Wilcox,25, BUF,1,0,0,1,0,0,14,14,0.0,0,0.2,39,0,0,0.0,0,0,0,0,2017-18,1.0,0.0,0
Jake Allen,26, STL,61,60,33,20,5,138,1620,1482,2.42,4,9.8,3418,33,11,2.2,0,1,1,4,2016-17,0.915,0.55,98
Jorge Alves,38, CAR,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,2016-17,0.0,0.0,0
Frederik Andersen,27, TOR,66,66,33,16,14,169,2052,1883,2.67,4,13.1,3799,38,11,8.58,0,1,1,16,2016-17,0.9179999999999999,0.5760000000000001,95
Craig Anderson,35, OTT,40,40,25,11,4,92,1247,1155,2.28,5,9.2,2421,25,4,15.92,0,1,1,0,2016-17,0.9259999999999999,0.625,85
Richard Bachman,29, VAN,5,5,2,3,0,13,162,149,2.64,0,1.1,295,2,0,0.0,0,0,0,0,2016-17,0.92,0.4,0
Jonathan Bernier,28, ANA,39,33,21,7,4,83,982,899,2.5,2,6.0,1993,19,4,1.98,0,0,0,4,2016-17,0.915,0.5760000000000001,98
Reto Berra,30, FLA,7,4,0,5,0,18,145,127,3.45,0,0.2,313,0,2,0.0,0,0,0,0,2016-17,0.8759999999999999,0.0,0
Jean-Francois Berube,25, NYI,14,7,3,2,2,30,271,241,3.42,0,0.8,527,3,2,0.0,0,0,0,0,2016-17,0.889,0.429,0
Antoine Bibeau,22, TOR,2,2,1,1,0,4,55,51,1.99,0,0.4,121,2,0,0.0,0,0,0,0,2016-17,0.927,1.0,0
Ben Bishop,30, TOT,39,37,18,15,5,94,1040,946,2.54,1,5.7,2223,19,6,-4.0,0,0,0,10,2016-17,0.91,0.514,104
Ben Bishop,30, TBL,32,31,16,12,3,77,870,793,2.55,1,4.9,1813,16,4,-1.71,0,0,0,8,2016-17,0.9109999999999999,0.516,102
Ben Bishop,30, LAK,7,6,2,3,2,17,170,153,2.49,0,0.7,410,3,2,0.0,0,0,0,2,2016-17,0.9,0.5,0
Sergei Bobrovsky,28, CBJ,63,63,41,17,5,127,1854,1727,2.06,7,14.9,3707,41,5,33.45,0,0,0,8,2016-17,0.9309999999999999,0.6509999999999999,79
Laurent Brossoit,23, EDM,8,4,4,1,0,11,153,142,1.99,0,1.2,332,2,0,0.0,0,0,0,0,2016-17,0.9279999999999999,0.5,0
Peter Budaj,34, TOT,60,55,30,21,3,120,1414,1294,2.18,7,8.6,3308,32,7,2.37,0,1,1,0,2016-17,0.915,0.5820000000000001,98
Peter Budaj,34, LAK,53,51,27,20,3,107,1286,1179,2.12,7,8.1,3029,31,7,4.29,0,1,1,0,2016-17,0.917,0.608,96
Peter Budaj,34, TBL,7,4,3,1,0,13,128,115,2.8,0,0.5,279,1,0,0.0,0,0,0,0,2016-17,0.898,0.25,0
Jack Campbell,25, LAK,1,0,0,0,0,0,5,5,0.0,0,0.1,20,0,0,0.0,0,0,0,0,2016-17,1.0,0.0,0
Eric Comrie,21, WPG,1,1,1,0,0,4,39,35,4.05,0,0.2,59,0,0,0.0,0,0,0,0,2016-17,0.897,0.0,0
Mike Condon,26, TOT,41,38,19,14,6,96,1122,1026,2.48,5,6.8,2324,19,7,1.1,0,0,0,4,2016-17,0.914,0.5,99
Mike Condon,26, OTT,40,38,19,14,6,96,1115,1019,2.5,5,6.7,2304,19,7,0.49,0,0,0,4,2016-17,0.914,0.5,99
Mike Condon,26, PIT,1,0,0,0,0,0,7,7,0.0,0,0.1,20,0,0,0.0,0,0,0,0,2016-17,1.0,0.0,0
Pheonix Copley,25, STL,1,1,0,1,0,5,29,24,5.09,0,-0.1,59,0,1,0.0,0,0,0,0,2016-17,0.828,0.0,0
Jared Coreau,25, DET,14,14,5,4,3,41,362,321,3.46,2,1.0,712,5,6,-9.67,0,0,0,0,2016-17,0.887,0.35700000000000004,131
Corey Crawford,32, CHI,55,55,32,18,4,138,1691,1553,2.55,2,11.0,3247,29,7,8.34,0,1,1,2,2016-17,0.9179999999999999,0.527,94
Scott Darling,28, CHI,32,27,18,5,5,67,877,810,2.38,2,6.2,1689,17,1,8.9,0,0,0,0,2016-17,0.924,0.63,88
Aaron Dell,27, SJS,20,17,11,6,1,37,533,496,2.0,1,4.2,1111,12,1,9.13,0,0,0,0,2016-17,0.9309999999999999,0.706,80
Louis Domingue,24, ARI,31,26,11,15,1,82,888,806,3.08,0,4.6,1599,12,4,-5.15,0,0,0,0,2016-17,0.9079999999999999,0.462,107
Chris Driedger,22, OTT,1,0,0,1,0,4,15,11,6.0,0,-0.2,40,0,0,0.0,0,0,0,0,2016-17,0.733,0.0,0
Devan Dubnyk,30, MIN,65,63,40,19,5,141,1842,1701,2.25,5,13.1,3758,39,7,18.41,0,0,0,10,2016-17,0.9229999999999999,0.619,88
Brian Elliott,31, CGY,49,45,26,18,3,121,1338,1217,2.55,2,7.3,2844,26,4,-5.21,0,0,0,4,2016-17,0.91,0.578,104
Jhonas Enroth,28, TOR,6,4,0,3,1,18,141,123,3.94,0,0.2,274,0,0,0.0,0,0,0,0,2016-17,0.872,0.0,0
Marc-Andre Fleury,32, PIT,38,34,18,10,7,107,1181,1074,3.02,1,6.4,2125,16,5,-4.8,0,0,0,6,2016-17,0.909,0.47100000000000003,105
Anton Forsberg,24, CBJ,1,1,0,1,0,4,27,23,4.1,0,0.0,59,0,0,0.0,0,0,0,0,2016-17,0.852,0.0,0
John Gibson,23, ANA,52,49,25,16,9,109,1437,1328,2.22,6,10.3,2950,28,7,15.36,0,1,1,4,2016-17,0.924,0.5710000000000001,88
Jon Gillies,23, CGY,1,1,1,0,0,1,28,27,1.0,0,0.3,60,1,0,0.0,0,0,0,0,2016-17,0.9640000000000001,1.0,0
Thomas Greiss,31, NYI,51,49,26,18,5,126,1453,1327,2.69,3,8.6,2813,30,11,-0.26,0,1,1,0,2016-17,0.9129999999999999,0.612,100
Philipp Grubauer,25, WSH,24,19,13,6,2,43,585,542,2.04,3,4.4,1265,13,1,7.63,0,0,0,0,2016-17,0.9259999999999999,0.684,85
Kristers Gudlevskis,24, TBL,1,0,0,0,0,0,3,3,0.0,0,0.0,11,0,0,0.0,0,0,0,0,2016-17,1.0,0.0,0
Jonas Gustavsson,32, EDM,7,5,1,3,1,17,139,122,3.1,0,0.2,329,2,3,0.0,0,0,0,0,2016-17,0.878,0.4,0
Jaroslav Halak,31, NYI,28,26,12,9,5,75,885,810,2.8,2,5.4,1605,14,3,1.59,0,1,1,0,2016-17,0.915,0.5379999999999999,98
Andrew Hammond,28, OTT,6,4,0,2,0,14,86,72,4.08,0,-0.3,206,1,3,0.0,0,0,0,0,2016-17,0.8370000000000001,0.25,0
Magnus Hellberg,25, NYR,2,1,1,0,0,2,28,26,1.53,0,0.2,79,1,0,0.0,0,0,0,0,2016-17,0.929,1.0,0
Connor Hellebuyck,23, WPG,56,53,26,19,4,146,1572,1426,2.89,4,8.1,3034,25,9,-9.96,0,0,0,0,2016-17,0.907,0.47200000000000003,107
